,type,action,event_time,session_id,membership_role,membership_type,event__id,event__type,event__actor_type,event__action,event__object_type,event__object_name,event__object_extensions_asset_type,event__object_extensions_http_method,event__eventTime,event__edApp_type,event__session_type,object_id_type,event__object_id_type,event__attachment_type,object_id,event__object_extensions_asset_name,actor_id
987,NavigationEvent,navigatedto,2033-01-11 15:19:34.026000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,2a2eea7c824c9b6e01d47660ca0c7484,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 15:19:34.026000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,9bd13fbb992401350f0e3ab2992d1edb,1.1 Module 1 overview,LEARNER_1
988,NavigationEvent,navigatedto,2033-01-11 10:32:55.448000+00:00,e9d15d13777ba93b3e70474245e7ed35,"[""Learner""]",Membership,4a105aafd966d3a11f1c81fcb52812de,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 10:32:55.448000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,9bd13fbb992401350f0e3ab2992d1edb,1.1 Module 1 overview,LEARNER_1
989,NavigationEvent,navigatedto,2033-01-11 11:22:46.652000+00:00,e9d15d13777ba93b3e70474245e7ed35,"[""Learner""]",Membership,759ab5dc58cb0ddf2749ad30cf5f0398,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 11:22:46.652000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,9bd13fbb992401350f0e3ab2992d1edb,1.1 Module 1 overview,LEARNER_1
2734,NavigationEvent,navigatedto,2033-01-08 06:36:00.502000+00:00,16ac85e9454771bf41f782af0b3c71f5,"[""Learner""]",Membership,2c9cd6b737517e46f30ca95b536a8120,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-08 06:36:00.502000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,9bd13fbb992401350f0e3ab2992d1edb,1.1 Module 1 overview,LEARNER_2
2735,NavigationEvent,navigatedto,2033-01-17 15:54:39.667000+00:00,6b28ec7e560a8ea56cc95a2d2ce21f12,"[""Learner""]",Membership,23c6964da7757ef5f51fd5aaf2842812,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-17 15:54:39.667000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,9bd13fbb992401350f0e3ab2992d1edb,1.1 Module 1 overview,LEARNER_2
2736,NavigationEvent,navigatedto,2033-01-14 01:55:03.689000+00:00,95137ac4f745b1793b977f9254cea420,"[""Learner""]",Membership,e2ba2a56f7103c889f36b62d979e3e87,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-14 01:55:03.689000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,9bd13fbb992401350f0e3ab2992d1edb,1.1 Module 1 overview,LEARNER_2
2737,NavigationEvent,navigatedto,2033-01-14 01:55:03.689000+00:00,95137ac4f745b1793b977f9254cea420,"[""Learner""]",Membership,125596c92273a5a4fddcb31297fd5af0,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-14 01:55:03.689000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,9bd13fbb992401350f0e3ab2992d1edb,1.1 Module 1 overview,LEARNER_2
2738,NavigationEvent,navigatedto,2033-01-15 01:21:45.120000+00:00,edf9c197159cb8b585986ff66b98d534,"[""Learner""]",Membership,07b1ad183d716f7b84da102541aa1a2d,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-15 01:21:45.120000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,9bd13fbb992401350f0e3ab2992d1edb,1.1 Module 1 overview,LEARNER_2
2739,NavigationEvent,navigatedto,2033-01-15 01:21:45.140000+00:00,edf9c197159cb8b585986ff66b98d534,"[""Learner""]",Membership,c6d8862cef22dac107219413e8c74542,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-15 01:21:45.140000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,9bd13fbb992401350f0e3ab2992d1edb,1.1 Module 1 overview,LEARNER_2
2740,NavigationEvent,navigatedto,2033-03-05 10:02:57.798000+00:00,f2b4de99a31e73fdcb3510ff4d62162c,"[""Learner""]",Membership,4b1ad83b9f4d780a74b2e3dba8ccf117,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-03-05 10:02:57.798000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,9bd13fbb992401350f0e3ab2992d1edb,1.1 Module 1 overview,LEARNER_2
