,type,action,event_time,session_id,membership_role,membership_type,event__id,event__type,event__actor_type,event__action,event__object_type,event__object_name,event__object_extensions_asset_type,event__object_extensions_http_method,event__eventTime,event__edApp_type,event__session_type,object_id_type,event__object_id_type,event__attachment_type,object_id,event__object_extensions_asset_name,actor_id
891,NavigationEvent,navigatedto,2033-01-11 18:05:25.640000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,f5e7c6eb6f91b1dbd03b751654c83327,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 18:05:25.640000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,43c43b0b7b88277787923dbc6e339078,1.4 More frameworks for thinking about eLearning,LEARNER_1
892,NavigationEvent,navigatedto,2033-01-11 18:05:25.664000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,85455c690321b845e8455b5f6b06e09e,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 18:05:25.664000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,43c43b0b7b88277787923dbc6e339078,1.4 More frameworks for thinking about eLearning,LEARNER_1
893,NavigationEvent,navigatedto,2033-01-11 17:59:58.423000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,7c57857f62704724ad7d2ed119912f66,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 17:59:58.423000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,43c43b0b7b88277787923dbc6e339078,1.4 More frameworks for thinking about eLearning,LEARNER_1
894,NavigationEvent,navigatedto,2033-01-11 17:59:58.420000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,8d65a6fefd432133c07865d3ea119a0e,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 17:59:58.420000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,43c43b0b7b88277787923dbc6e339078,1.4 More frameworks for thinking about eLearning,LEARNER_1
895,NavigationEvent,navigatedto,2033-01-11 17:56:50.684000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,b67cebed97db17156b7de19075d37bb9,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 17:56:50.684000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,43c43b0b7b88277787923dbc6e339078,1.4 More frameworks for thinking about eLearning,LEARNER_1
896,NavigationEvent,navigatedto,2033-01-11 17:56:50.683000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,ee7f43de896c8ce6fbe46457a9068031,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 17:56:50.683000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,43c43b0b7b88277787923dbc6e339078,1.4 More frameworks for thinking about eLearning,LEARNER_1
897,NavigationEvent,navigatedto,2033-01-11 15:13:38.646000+00:00,7c66665e20976f0141f80899d592acb0,"[""Learner""]",Membership,c6ad4788cdda4742af93535d678c78dd,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 15:13:38.646000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,43c43b0b7b88277787923dbc6e339078,1.4 More frameworks for thinking about eLearning,LEARNER_1
898,NavigationEvent,navigatedto,2033-01-11 15:19:51.817000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,373e3bd07c648bedc018c2c0bd175bd0,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 15:19:51.817000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,43c43b0b7b88277787923dbc6e339078,1.4 More frameworks for thinking about eLearning,LEARNER_1
899,NavigationEvent,navigatedto,2033-01-11 15:19:51.800000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,62c9e5444f763e017bde10e59b0056ed,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 15:19:51.800000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,43c43b0b7b88277787923dbc6e339078,1.4 More frameworks for thinking about eLearning,LEARNER_1
900,NavigationEvent,navigatedto,2033-01-11 15:01:23.934000+00:00,e9d15d13777ba93b3e70474245e7ed35,"[""Learner""]",Membership,3d762fb379edf6a380db18f512e3329f,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 15:01:23.934000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,43c43b0b7b88277787923dbc6e339078,1.4 More frameworks for thinking about eLearning,LEARNER_1
