,type,action,event_time,session_id,membership_role,membership_type,event__id,event__type,event__actor_type,event__action,event__object_type,event__object_name,event__object_extensions_asset_type,event__object_extensions_http_method,event__eventTime,event__edApp_type,event__session_type,object_id_type,event__object_id_type,event__attachment_type,object_id,event__object_extensions_asset_name,actor_id
875,NavigationEvent,navigatedto,2033-01-11 18:05:27.636000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,28e8a8121c2f744c41622aa9ec4ad850,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 18:05:27.636000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,e9a85e5b898965fd6233845940117c52,1.5 Emergency online teaching ≠ Online learning?,LEARNER_1
876,NavigationEvent,navigatedto,2033-01-11 18:05:27.620000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,fc68efca458d3c30c1882abb1de92809,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 18:05:27.620000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,e9a85e5b898965fd6233845940117c52,1.5 Emergency online teaching ≠ Online learning?,LEARNER_1
877,NavigationEvent,navigatedto,2033-01-11 17:59:55.272000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,71411bb524be2e9bba8305b37485d457,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 17:59:55.272000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,e9a85e5b898965fd6233845940117c52,1.5 Emergency online teaching ≠ Online learning?,LEARNER_1
878,NavigationEvent,navigatedto,2033-01-11 17:59:55.256000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,a81da5402feb21eac1b35aae9b772669,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 17:59:55.256000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,e9a85e5b898965fd6233845940117c52,1.5 Emergency online teaching ≠ Online learning?,LEARNER_1
879,NavigationEvent,navigatedto,2033-01-11 17:56:42.532000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,bd801546803ca40401cd49e04de84b0e,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 17:56:42.532000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,e9a85e5b898965fd6233845940117c52,1.5 Emergency online teaching ≠ Online learning?,LEARNER_1
880,NavigationEvent,navigatedto,2033-01-11 17:56:54.998000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,0123a495e2472624eb78e38f6c602d3e,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 17:56:54.998000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,e9a85e5b898965fd6233845940117c52,1.5 Emergency online teaching ≠ Online learning?,LEARNER_1
881,NavigationEvent,navigatedto,2033-01-11 17:56:54.929000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,d2f4efa7a3d34eeb8cfd662a830ae272,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 17:56:54.929000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,e9a85e5b898965fd6233845940117c52,1.5 Emergency online teaching ≠ Online learning?,LEARNER_1
882,NavigationEvent,navigatedto,2033-01-24 07:54:56.410000+00:00,8d5871b1233523d32f48b94a12b7a0dc,"[""Learner""]",Membership,503c4b9fee7b32faf7310d6a78563709,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-24 07:54:56.410000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,e9a85e5b898965fd6233845940117c52,1.5 Emergency online teaching ≠ Online learning?,LEARNER_1
883,NavigationEvent,navigatedto,2033-01-11 15:17:01.294000+00:00,7c66665e20976f0141f80899d592acb0,"[""Learner""]",Membership,2620ae67b9003e3d54c4913a9bbf99a9,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 15:17:01.294000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,e9a85e5b898965fd6233845940117c52,1.5 Emergency online teaching ≠ Online learning?,LEARNER_1
884,NavigationEvent,navigatedto,2033-01-11 15:17:10.391000+00:00,7c66665e20976f0141f80899d592acb0,"[""Learner""]",Membership,ca7167c2a8e05e4b15568a74e3627dc6,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 15:17:10.391000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,e9a85e5b898965fd6233845940117c52,1.5 Emergency online teaching ≠ Online learning?,LEARNER_1
