,type,action,event_time,session_id,membership_role,membership_type,event__id,event__type,event__actor_type,event__action,event__object_type,event__object_name,event__object_extensions_asset_type,event__object_extensions_http_method,event__eventTime,event__edApp_type,event__session_type,object_id_type,event__object_id_type,event__attachment_type,object_id,event__object_extensions_asset_name,actor_id
824,NavigationEvent,navigatedto,2033-01-18 09:44:23.566000+00:00,6d5852a6c69a6a583d4f67029a2ffe31,"[""Learner""]",Membership,80f5509cecdf02756672a252ead4d7bf,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-18 09:44:23.566000+00:00,SoftwareApplication,Session,discussion,discussion,,7c9e39571ad00fe24282e5b5366d7563,Discussion 2: Reflect on rationales for eLearning,LEARNER_1
825,NavigationEvent,navigatedto,2033-01-21 09:10:30.186000+00:00,374e571f58a1df4176c6e103f0d18be4,"[""Learner""]",Membership,db159646d85ac895b91be55d9e707e5c,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-21 09:10:30.186000+00:00,SoftwareApplication,Session,discussion,discussion,,7c9e39571ad00fe24282e5b5366d7563,Discussion 2: Reflect on rationales for eLearning,LEARNER_1
826,NavigationEvent,navigatedto,2033-01-21 09:10:51.185000+00:00,374e571f58a1df4176c6e103f0d18be4,"[""Learner""]",Membership,5804d7845a01b907fe7be70d01f31df9,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-21 09:10:51.185000+00:00,SoftwareApplication,Session,discussion,discussion,,7c9e39571ad00fe24282e5b5366d7563,Discussion 2: Reflect on rationales for eLearning,LEARNER_1
827,NavigationEvent,navigatedto,2033-01-23 04:18:50.692000+00:00,322b13af875561ee4cd44a97703749f4,"[""Learner""]",Membership,fb35391dae5ec154f96cbc5ada258ff1,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-23 04:18:50.692000+00:00,SoftwareApplication,Session,discussion,discussion,,7c9e39571ad00fe24282e5b5366d7563,Discussion 2: Reflect on rationales for eLearning,LEARNER_1
2183,NavigationEvent,navigatedto,2033-01-25 16:07:41.871000+00:00,fb9b21ec0f643c5716f493debdee0d3b,"[""Learner""]",Membership,baf3d6be370e99a39047860a743ff190,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-25 16:07:41.871000+00:00,SoftwareApplication,Session,discussion,discussion,,7c9e39571ad00fe24282e5b5366d7563,Discussion 2: Reflect on rationales for eLearning,LEARNER_2
2184,NavigationEvent,navigatedto,2033-01-22 16:29:10.526000+00:00,5684a69fa62e9411a66444bb73c9b205,"[""Learner""]",Membership,633c6cdc5782ef207d7178f87236f7fe,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-22 16:29:10.526000+00:00,SoftwareApplication,Session,discussion,discussion,,7c9e39571ad00fe24282e5b5366d7563,Discussion 2: Reflect on rationales for eLearning,LEARNER_2
2185,NavigationEvent,navigatedto,2033-01-23 14:44:07.732000+00:00,cf9033dcd48b380f913639214b93ee51,"[""Learner""]",Membership,aa4a05b4048fe2fbac38fb2bb2de6c29,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-23 14:44:07.732000+00:00,SoftwareApplication,Session,discussion,discussion,,7c9e39571ad00fe24282e5b5366d7563,Discussion 2: Reflect on rationales for eLearning,LEARNER_2
2186,NavigationEvent,navigatedto,2033-01-23 14:44:07.733000+00:00,cf9033dcd48b380f913639214b93ee51,"[""Learner""]",Membership,2b196fa4a341ecff8d00770c346fdaa9,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-23 14:44:07.733000+00:00,SoftwareApplication,Session,discussion,discussion,,7c9e39571ad00fe24282e5b5366d7563,Discussion 2: Reflect on rationales for eLearning,LEARNER_2
2187,NavigationEvent,navigatedto,2033-01-23 05:41:45.184000+00:00,ea3c2d17f4badef9c1d1ae8d03458b89,"[""Learner""]",Membership,7036595ee5b951150eeb52b4a48f034a,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-23 05:41:45.184000+00:00,SoftwareApplication,Session,discussion,discussion,,7c9e39571ad00fe24282e5b5366d7563,Discussion 2: Reflect on rationales for eLearning,LEARNER_2
2188,NavigationEvent,navigatedto,2033-01-23 05:41:45.150000+00:00,ea3c2d17f4badef9c1d1ae8d03458b89,"[""Learner""]",Membership,30b53c55790331295988c1853cbed8e5,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-23 05:41:45.150000+00:00,SoftwareApplication,Session,discussion,discussion,,7c9e39571ad00fe24282e5b5366d7563,Discussion 2: Reflect on rationales for eLearning,LEARNER_2
