,type,action,event_time,session_id,membership_role,membership_type,event__id,event__type,event__actor_type,event__action,event__object_type,event__object_name,event__object_extensions_asset_type,event__object_extensions_http_method,event__eventTime,event__edApp_type,event__session_type,object_id_type,event__object_id_type,event__attachment_type,object_id,event__object_extensions_asset_name,actor_id
932,NavigationEvent,navigatedto,2033-01-11 17:57:47.518000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,a5f04f317fa917913bfbbd20adc536aa,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 17:57:47.518000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,a842db98cf9848c702865cdb8661ac00,1.8 Implications for teaching & learning,LEARNER_1
933,NavigationEvent,navigatedto,2033-01-11 17:57:47.530000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,483fa09cca22162f0cd6e76060f41643,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 17:57:47.530000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,a842db98cf9848c702865cdb8661ac00,1.8 Implications for teaching & learning,LEARNER_1
934,NavigationEvent,navigatedto,2033-01-11 17:57:51.801000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,eb9d00eb8f2f81ab77635911c6a36ea8,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 17:57:51.801000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,a842db98cf9848c702865cdb8661ac00,1.8 Implications for teaching & learning,LEARNER_1
935,NavigationEvent,navigatedto,2033-01-11 17:57:51.736000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,cefd3f66e340966eed7eecaf2a3b6a51,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 17:57:51.736000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,a842db98cf9848c702865cdb8661ac00,1.8 Implications for teaching & learning,LEARNER_1
936,NavigationEvent,navigatedto,2033-01-31 16:53:18.537000+00:00,c7fae9f61c3dd90ac8b64203a2df364b,"[""Learner""]",Membership,0f83967103974144555ce3d4f324f769,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-31 16:53:18.537000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,a842db98cf9848c702865cdb8661ac00,1.8 Implications for teaching & learning,LEARNER_1
937,NavigationEvent,navigatedto,2033-01-31 05:44:12.494000+00:00,c7fae9f61c3dd90ac8b64203a2df364b,"[""Learner""]",Membership,3b95bd78bb6d443790e36aba906f731f,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-31 05:44:12.494000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,a842db98cf9848c702865cdb8661ac00,1.8 Implications for teaching & learning,LEARNER_1
938,NavigationEvent,navigatedto,2033-01-23 04:18:13.969000+00:00,322b13af875561ee4cd44a97703749f4,"[""Learner""]",Membership,976f79c231d787f70ab9f8f3ea4b6534,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-23 04:18:13.969000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,a842db98cf9848c702865cdb8661ac00,1.8 Implications for teaching & learning,LEARNER_1
2509,NavigationEvent,navigatedto,2033-01-22 16:28:58.847000+00:00,5684a69fa62e9411a66444bb73c9b205,"[""Learner""]",Membership,29376279f656ffd8529a41106ecf96d4,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-22 16:28:58.847000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,a842db98cf9848c702865cdb8661ac00,1.8 Implications for teaching & learning,LEARNER_2
2510,NavigationEvent,navigatedto,2033-01-17 16:10:48.276000+00:00,6b28ec7e560a8ea56cc95a2d2ce21f12,"[""Learner""]",Membership,552d5181bcc8193a3c71c01bee5d3344,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-17 16:10:48.276000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,a842db98cf9848c702865cdb8661ac00,1.8 Implications for teaching & learning,LEARNER_2
2511,NavigationEvent,navigatedto,2033-01-22 14:50:49.831000+00:00,5684a69fa62e9411a66444bb73c9b205,"[""Learner""]",Membership,8038483acb216ce02e223ba39822aeef,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-22 14:50:49.831000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,a842db98cf9848c702865cdb8661ac00,1.8 Implications for teaching & learning,LEARNER_2
2512,NavigationEvent,navigatedto,2033-01-23 03:41:42.694000+00:00,d8e90ab8ffa3d7b1e1612cce7b1ceb37,"[""Learner""]",Membership,04de48f673eeb962865b4ad72b625426,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-23 03:41:42.694000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,a842db98cf9848c702865cdb8661ac00,1.8 Implications for teaching & learning,LEARNER_2
2513,NavigationEvent,navigatedto,2033-01-22 17:30:44.638000+00:00,5684a69fa62e9411a66444bb73c9b205,"[""Learner""]",Membership,2e7126402e9be984002eda5fa0a9f062,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-22 17:30:44.638000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,a842db98cf9848c702865cdb8661ac00,1.8 Implications for teaching & learning,LEARNER_2
