,type,action,event_time,session_id,membership_role,membership_type,event__id,event__type,event__actor_type,event__action,event__object_type,event__object_name,event__object_extensions_asset_type,event__object_extensions_http_method,event__eventTime,event__edApp_type,event__session_type,object_id_type,event__object_id_type,event__attachment_type,object_id,event__object_extensions_asset_name,actor_id
982,NavigationEvent,navigatedto,2033-01-11 15:19:40.416000+00:00,41adb47bd8106719127ccccead504829,"[""Learner""]",Membership,52c9bb887be561fac82d5125ae26338c,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 15:19:40.416000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,69d0f858b0403b03ce4d3775f3ad34de,1.2 Readings & resources,LEARNER_1
983,NavigationEvent,navigatedto,2033-01-31 03:21:48.426000+00:00,c7fae9f61c3dd90ac8b64203a2df364b,"[""Learner""]",Membership,5ac4a4d5b604c6a4915c611830217425,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-31 03:21:48.426000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,69d0f858b0403b03ce4d3775f3ad34de,1.2 Readings & resources,LEARNER_1
984,NavigationEvent,navigatedto,2033-01-11 11:22:26.012000+00:00,e9d15d13777ba93b3e70474245e7ed35,"[""Learner""]",Membership,feb440b910fe9530d03f74478d21f560,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 11:22:26.012000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,69d0f858b0403b03ce4d3775f3ad34de,1.2 Readings & resources,LEARNER_1
985,NavigationEvent,navigatedto,2033-01-11 11:22:53.604000+00:00,e9d15d13777ba93b3e70474245e7ed35,"[""Learner""]",Membership,12b4ba53717926822a61ce423e773086,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-11 11:22:53.604000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,69d0f858b0403b03ce4d3775f3ad34de,1.2 Readings & resources,LEARNER_1
986,NavigationEvent,navigatedto,2033-01-19 13:42:50.603000+00:00,6d5852a6c69a6a583d4f67029a2ffe31,"[""Learner""]",Membership,307c8ac34d4b4ef13604f946977755b8,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-19 13:42:50.603000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,69d0f858b0403b03ce4d3775f3ad34de,1.2 Readings & resources,LEARNER_1
2717,NavigationEvent,navigatedto,2033-01-22 16:08:08.681000+00:00,5684a69fa62e9411a66444bb73c9b205,"[""Learner""]",Membership,d61ba45c7d165b5d806dfef20cfd8f94,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-22 16:08:08.681000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,69d0f858b0403b03ce4d3775f3ad34de,1.2 Readings & resources,LEARNER_2
2718,NavigationEvent,navigatedto,2033-01-17 15:56:46.565000+00:00,6b28ec7e560a8ea56cc95a2d2ce21f12,"[""Learner""]",Membership,89d1cb4860e7f5170e7f34e82e9bda5b,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-17 15:56:46.565000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,69d0f858b0403b03ce4d3775f3ad34de,1.2 Readings & resources,LEARNER_2
2719,NavigationEvent,navigatedto,2033-01-17 15:56:58.171000+00:00,6b28ec7e560a8ea56cc95a2d2ce21f12,"[""Learner""]",Membership,00eccd71c3e79598d2e54f128368bdbc,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-01-17 15:56:58.171000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,69d0f858b0403b03ce4d3775f3ad34de,1.2 Readings & resources,LEARNER_2
2720,NavigationEvent,navigatedto,2033-02-05 09:43:33.992000+00:00,694dd62800d7426d17c99f66cc84db58,"[""Learner""]",Membership,9598d663ff7620143bbbc2d693b0cbf1,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-02-05 09:43:33.992000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,69d0f858b0403b03ce4d3775f3ad34de,1.2 Readings & resources,LEARNER_2
2721,NavigationEvent,navigatedto,2033-02-05 09:49:29.683000+00:00,694dd62800d7426d17c99f66cc84db58,"[""Learner""]",Membership,18d837cedebb4bfb21367aec46b46d8c,NavigationEvent,Person,NavigatedTo,Page,,wiki_page,GET,2033-02-05 09:49:29.683000+00:00,SoftwareApplication,Session,wikiPage,wikiPage,,69d0f858b0403b03ce4d3775f3ad34de,1.2 Readings & resources,LEARNER_2
